name,transcription
wavs/20260115 104945_seg001.wav,तपाईँले अनलाइन ब्याङ्किङ वा खल्ती ई सेवा मार्फत सजिलै भुक्तानी गर्न सक्नुहुन्छ तपाईँको खातामा अहिले
wavs/20260115 104945_seg002.wav,माउदात रकम पुगेको छैन जस्तो देखिन्छ
wavs/20260115 105017_seg000.wav,म तपाईँको समस्या बुझ्न सक्छु मलाई यसको लागि निकै दुःख लागेको छ हामी तपाईको समस्या कदर गर्छौँ
wavs/20260115 105017_seg001.wav,म यो समस्या छिट्टै समाधान गर्ने प्रयास गर्नेछु हजुरलाई भएको असुविधाप्रति हामी क्षमा प्राणी छौँ
wavs/20260115 105017_seg002.wav,कृपया धैरै गर् गरिदिनुहोला हाम्रो प्राविधिक टोलीले यसमा काम गरिरहेको छ
wavs/20260115 105047_seg000.wav,के म तपाईँलाई अरू केही सहयोग गर्न सक्छु हाम्रो सेवा प्रयोग गर्नुभएकोमा धन्यवाद तपाईँको दिन शुभ रहोस्
wavs/20260115 105047_seg001.wav,यो कल सकिएपछि एउटा सानो फिडब्याक फर्म आउनेछ कृपया भर्न नबिर्सिनुहोला केही थप समस्यामा भएमा
wavs/20260115 105047_seg002.wav,हामीलाई फेरि सम्पर्क गर्नुहोला नमस्ते
wavs/20260115 105542_seg000.wav,इन्टरनेट सेवामा समय समस्या आएमा सर्वप्रथम तपाईँको राउटरमा रहेको सङ्केतपततिहरू वा
wavs/20260115 105542_seg001.wav,जाँच गर्नुहोस् यदि पन बत्ती रातो बलेको छ भने यसको अर्थ तपाईँको फाइबर
wavs/20260115 105542_seg002.wav,यस्तो अवस्थामा केवल मोडिएको वा चुडिएको छ कि छैन भनेर सुनिश्चित गर्नुहोस् राउटरलाई रिसेट गर्नको लागि पछाडि रहेको छ
wavs/20260115 105542_seg003.wav,खिच्नुहोस् तर ध्यान दिनुहोस् रिसेट गरेपछि तपाईँले आफ्नो वाइफाईको नाम र पासवर्ड पुनः सेटअप गर्नुपर्ने हुन्छ
wavs/20260115 110106_seg000.wav,हजुरको खाता सुरक्षाको लागि हामीले यो कारोबार अस्थायी रूपमा रोकेका छौँ के तपाईँले भर्खरै कुनै नयाँ ठाउँबाट आफ्नो मोबाइल ब्याङ्किङ
wavs/20260115 110106_seg001.wav,ो तईको पैसाक्ष हामी तन्तै नयाँ पडौ तईको चेकुक
wavs/20260115 110222_seg000.wav,म बुझ्छु सामान समयमा नआउँदा कति गाह्रो हुन्छ म अहिले नै कोरियरलाई सम्पर्क गर्छु तपाईँको अर्डर नम्बर
wavs/20260115 110222_seg001.wav,नेप दुई शून्य नौ अहिले डेलिभरीको लागि निस्किसकेको छ यदि सामान मन नपरेमा तपाईँले सात दिनभित्र फिर्ता रिटर्न गर्न सक्नुहुन्छ
